Name,CountryOrg,Country OperatorOwner,OperatorOwner,Users,Purpose,Purpose2,Orbit,TypeOrbit,LongitudeOfGEO,Perigeekm,Apogeekm,Eccentricity,Inclinationdegrees,Periodminutes,LaunchMasskg,DryMasskg,Powerwatts,LaunchDate,ExpectedLifetime,Contractor,CountryContractor,LaunchSite,LaunchVehicle,COSPARNumber,NORADNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCBB (Kaituo-1B  CAS-3G),NR,China,China Amateur Satellite - CAMSAT,Civil,Technology Development,,LEO,Sun-Synchronous,0,514,536,1.60E-03,97.46,95.13,3,,,###############################################################################################################################################################################################################################################################,, Shenzhen Aerospace Dongfanghong HIT Satellite Ltd.CAMSAT,China,Taiyuan Launch Center,Long March 6,2015-049P,40912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deimos 1,Spain,Spain,Deimos ImagingDMC International Imaging (DMCII),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,661,662,7.11E-05,98,98,90,,,###############################################################################################################################################################################################################################################################,5 yrs.,Surrey Satellite Technologies Ltd.,United Kingdom,Baikonur Cosmodrome,Dnepr,2009-041A,35681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deimos 2 ,NR,Spain,Deimos ImagingDMC International Imaging (DMCII),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,597,619,1.58E-03,97.99,96.85,310,,450,###############################################################################################################################################################################################################################################################,10 yrs.,Satrec Initiative,South Korea,Dombarovsky Air Base,Dnepr,2014-033D,40013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delfi-C3 (DO-64),NR,Netherlands,Technical University  Delft,Civil,Technology Development,,LEO,Sun-Synchronous,0,598,616,1.29E-03,97.8,96.8,7,,,###############################################################################################################################################################################################################################################################,,Technical University of Delft,Netherlands,Satish Dhawan Space Center,PSLV C9,2008-021G,32789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DirecTV-10,USA,USA,DirecTV  Inc.,Commercial,Communications,,GEO,,-102.74,"35,785","35,788",3.56E-05,0.04,1436.1,"5,900","3,700","18,000",9/5/4013,15 yrs.,Boeing Space and Intelligence Systems,USA,Baikonur Cosmodrome,Proton M,2007-032A,31862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DirecTV-11,USA,USA,DirecTV  Inc.,Commercial,Communications,,GEO,,-99.21,"35,786","35,786",0.00E+00,0.03,1436.1,"5,900",,,,,Boeing Satellite Development Center,USA,Sea Launch (Odyssey),Zenit 3SL,2008-013A,32729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DirecTV-12,USA,USA,DirecTV  Inc.,Commercial,Communications,,GEO,,-102.80,"35,785","35,786",1.19E-05,0.09,1436.04,"5,900",,8 700 (BOL),,15 yrs.,Boeing Space Systems,USA,Baikonur Cosmodrome,Breeze M,2009-075A,36131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DirecTV-14,USA,USA,DirecTV  Inc.,Commercial,Communications,,GEO,,-99.00,"35,930","35,933",3.55E-05,0.02,1443.51,"5,900",,"20,000",4/10/5355,15 yrs.,Space SystemsLoral,USA,Guiana Space Center,Ariane 5 ECA,2014-078B,40333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DirecTV-15,NR,USA,DirecTV  Inc.,Commercial,Communications,,GEO,,-103.00,"35,685","35,809",1.47E-03,0.1,1434.07,"5,500","2,364",,,15 yrs.,Airbus Defense and Space,GermanyFrance,Guiana Space Center,Ariane 5 ECA,2015-026A,40663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DirecTV-1R ,USA,Russia,Russian Satellite Communications Co.,Commercial,Communications,,GEO,,55.90,"35,778","35,795",2.02E-04,0.03,1436.1,"3,420","2,304",8 700 (BOL),,15 yrs.,Hughes Electronics Corp.,USA,Sea Launch (Odyssey),Zenit 3SL,1999-056A,25937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DirecTV-4S ,USA,USA,DirecTV  Inc.,Commercial,Communications,,GEO,,-101.15,"35,780","35,792",1.42E-04,0.05,1436.09,"4,300","2,100",8 100 (EOL),,15 yrs.,Hughes Electronics Corp.,USA,Guiana Space Center,Ariane 44LP,2001-052A,26985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DirecTV-5 (Tempo 1),USA,USA,DirecTV  Inc.,Commercial,Communications,,GEO,,-110.05,"35,773","35,799",3.08E-04,0.07,1436.08,"4,300","3,640",,1/31/3466,15 yrs.,Space SystemsLoral,USA,Baikonur Cosmodrome,Proton K,2002-023A,27426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DirecTV-7S ,USA,USA,DirecTV  Inc. ,Commercial,Communications,,GEO,,-119.04,"35,774","35,797",2.73E-04,0.01,1436.1,"5,483","3,500","13,000",12/14/3383,15 yrs.,Space SystemsLoral,USA,Sea Launch,Zenit 3SL,2004-016A,28238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DirecTV-8,USA,USA,DirecTV  Inc.,Commercial,Communications,,GEO,,-100.81,"35,777","35,796",2.25E-04,0.02,1436.1,"3,800",,"8,200",,12 yrs.,Space SystemsLoral,USA,Baikonur Cosmodrome,Proton MBreeze M,2005-019A,28659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DirecTV-9S,USA,USA,DirecTV  Inc.,Commercial,Communications,,GEO,,-101.08,"35,774","35,798",2.85E-04,0.03,1436.1,"5,500","2,364","13,900",,15 yrs.,Space SystemsLoral,USA,Guiana Space Center,Ariane 5 ECA,2006-043A,29494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLR Tubsat ,NR,Germany,Deutsches Zentrum für Luft- und Raumfahrt,Government,Earth Science,,LEO,Sun-Synchronous,0,712,732,1.41E-03,98.6,99.2,45,,120,###############################################################################################################################################################################################################################################################,1 yr.,Institute of Aeronautics and Astronautics  Technical University of Berlin,Germany,Satish Dhawan Space Centre,PSLV C2,1999-029B,25757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMC 3-1 (Disaster Monitoring Constellation),United Kingdom,United Kingdom,Surrey Satellite Technology Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,636,663,1.92E-03,98,97.71,447,,,###############################################################################################################################################################################################################################################################,10 yrs.,Surrey Satellite Technologies Ltd.,UK,Satish Dhawan Space Centre,PSLV,2015-032A,40715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMC 3-2 (Disaster Monitoring Constellation),United Kingdom,United Kingdom,Surrey Satellite Technology Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,636,663,1.92E-03,98,97.71,447,,,###############################################################################################################################################################################################################################################################,10 yrs.,Surrey Satellite Technologies Ltd.,UK,Satish Dhawan Space Centre,PSLV,2015-032B,40716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMC 3-3 (Disaster Monitoring Constellation),United Kingdom,United Kingdom,Surrey Satellite Technology Ltd.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,636,661,1.78E-03,98,97.69,447,,,###############################################################################################################################################################################################################################################################,10 yrs.,Surrey Satellite Technologies Ltd.,UK,Satish Dhawan Space Centre,PSLV,2015-032C,40717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMSP 5D-2 F14 (Defense Meteorological Satellites Program  USA 131),USA,USA,DoDNOAA,Military,Earth Observation,Earth ScienceMeterology,LEO,Sun-Synchronous,0,842,855,9.00E-04,98.9,101.9,"1,134",823,900,2/22/3110,5 yrs.,Lockheed Martin Missiles and Space,USA,Vandenberg AFB,Titan 2,1997-012A,24753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMSP 5D-3 F15 (Defense Meteorological Satellites Program  USA 147),USA,USA,DoDNOAA,Military,Earth Observation,Earth ScienceMeterology,LEO,Sun-Synchronous,0,837,851,9.70E-04,98.9,101.8,"1,152",823,900,###############################################################################################################################################################################################################################################################,5 yrs.,Lockheed Martin Missiles and Space,USA,Vandenberg AFB,Titan 2,1999-067A,25991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMSP 5D-3 F16 (Defense Meteorological Satellites Program  USA 172),USA,USA,DoDNOAA,Military,Earth Observation,Earth ScienceMeterology,LEO,Sun-Synchronous,0,843,852,6.23E-04,98.9,101.87,"1,154",825,900,###############################################################################################################################################################################################################################################################,5 yrs.,Lockheed Martin Missiles and Space,USA,Vandenberg AFB,Titan 2,2003-048A,28054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMSP 5D-3 F17 (Defense Meteorological Satellites Program  USA 173),USA,USA,DoDNOAA,Military,Earth Observation,Earth ScienceMeterology,LEO,Sun-Synchronous,0,842,855,9.00E-04,98.79,101.89,"1,154",825,900,9/14/5026,5 yrs.,Lockheed Martin Missiles and Space,USA,Vandenberg AFB,Delta 4,2006-050A,29522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMSP 5D-3 F18 (Defense Meteorological Satellites Program  USA 210),USA,USA,DoDNOAA,Military,Earth Observation,Earth ScienceMeterology,LEO,Sun-Synchronous,0,842,859,1.18E-03,98.93,101.94,"1,155",825,900,###############################################################################################################################################################################################################################################################,5 yrs.,Lockheed Martin Missiles and Space,USA,Vandenberg AFB,Atlas 5,2009-057A,35951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 1c-1  (0 Flock 1C-1 0903),USA,USA,Planet,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,605,621,1.15E-03,97.99,96.96,4,,,###############################################################################################################################################################################################################################################################,,Planet Labs  Inc.,USA,Dombarovsky Air Base,Dnepr,2014-033T,40027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 1c-10  (0 Flock 1C-10 090C),USA,USA,Planet,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,604,621,1.22E-03,97.99,96.95,4,,,###############################################################################################################################################################################################################################################################,,Planet Labs  Inc.,USA,Dombarovsky Air Base,Dnepr,2014-033P,40023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 1c-11 (0 Flock 1C-11 090D),USA,USA,Planet,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,606,622,1.15E-03,97.99,96.98,4,,,###############################################################################################################################################################################################################################################################,,Planet Labs  Inc.,USA,Dombarovsky Air Base,Dnepr,2014-033Z,40033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 1c-2  (0 Flock 1C-2 0904),USA,USA,Planet,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,605,623,1.29E-03,97.99,96.98,4,,,###############################################################################################################################################################################################################################################################,,Planet Labs  Inc.,USA,Dombarovsky Air Base,Dnepr,2014-033V,40029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dove 1c-3  (0 Flock 1C-3 0905),USA,USA,Planet,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,608,624,1.15E-03,97.99,97.02,4,,,###############################################################################################################################################################################################################################################################,,Planet Labs  Inc.,USA,Dombarovsky Air Base,Dnepr,2014-033AH,40041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
